"geocode","name_muni","biome","altitude","koppen"
3138351,"LEME DO PRADO","cerrado",741.83,"As"
3138401,"LEOPOLDINA","mata atlantica",324.17,"Aw"
3138500,"LIBERDADE","mata atlantica",1185.82,"Cwb"
3138609,"LIMA DUARTE","mata atlantica",1000.52,"Cwb"
3138625,"LIMEIRA DO OESTE","cerrado",421.62,"Aw"
3138658,"LONTRA","cerrado",779.94,"As"
3138674,"LUISBURGO","mata atlantica",1075.97,"Cwb"
3138682,"LUISL∂NDIA","cerrado",724.98,"As"
3138708,"LUMINµRIAS","mata atlantica",1027.29,"Cwb"
3138807,"LUZ","cerrado",677.76,"Cwa"
3138906,"MACHACALIS","mata atlantica",321.18,"Aw"
3139003,"MACHADO","mata atlantica",917.42,"Cwb"
3139102,"MADRE DE DEUS DE MINAS","mata atlantica",994.01,"Cwb"
3139201,"MALACACHETA","mata atlantica",677.51,"Aw"
3139250,"MAMONAS","caatinga",790.67,"As"
3139300,"MANGA","caatinga",517.72,"As"
3139409,"MANHUAÄU","mata atlantica",883.51,"Cwb"
3139508,"MANHUMIRIM","mata atlantica",817.56,"Cwb"
3139607,"MANTENA","mata atlantica",387.99,"Aw"
3139706,"MARAVILHAS","mata atlantica",761.21,"Cwa"
3139805,"MAR DE ESPANHA","mata atlantica",550.46,"Cwa"
3139904,"MARIA DA Fê","mata atlantica",1273.39,"Cwb"
3140001,"MARIANA","mata atlantica",780.37,"Cwa"
3140100,"MARILAC","mata atlantica",288.68,"Aw"
3140159,"MµRIO CAMPOS","mata atlantica",914.65,"Cwb"
3140209,"MARIPµ DE MINAS","mata atlantica",593.3,"Cwa"
3140308,"MARLIêRIA","mata atlantica",384.32,"Aw"
3140407,"MARMEL‡POLIS","mata atlantica",1570.04,"Cwb"
3140506,"MARTINHO CAMPOS","cerrado",669.09,"Cwa"
3140530,"MARTINS SOARES","mata atlantica",797.73,"Cwb"
3140555,"MATA VERDE","mata atlantica",615.71,"As"
3140605,"MATERL∂NDIA","mata atlantica",791.5,"Cwa"
3140704,"MATEUS LEME","cerrado",893.52,"Cwb"
3140803,"MATIAS BARBOSA","mata atlantica",609.73,"Cwa"
3140852,"MATIAS CARDOSO","caatinga",467.67,"As"
3140902,"MATIP‡","mata atlantica",754.7,"Cwa"
3141009,"MATO VERDE","caatinga",706.65,"As"
3141108,"MATOZINHOS","cerrado",774.23,"Cwa"
3141207,"MATUTINA","cerrado",1005.77,"Cwb"
3141306,"MEDEIROS","cerrado",965.89,"Cwb"
3141405,"MEDINA","mata atlantica",684.61,"As"
3141504,"MENDES PIMENTEL","mata atlantica",398.05,"Aw"
3141603,"MERC“S","mata atlantica",674.26,"Cwa"
3141702,"MESQUITA","mata atlantica",555.86,"Aw"
3141801,"MINAS NOVAS","cerrado",796.69,"Cwa"
3141900,"MINDURI","mata atlantica",1043.06,"Cwb"
3142007,"MIRABELA","cerrado",822.03,"As"
3142106,"MIRADOURO","mata atlantica",755.1,"Cwb"
3142205,"MIRA÷","mata atlantica",571.69,"Cwa"
3142254,"MIRAV∂NIA","cerrado",699.41,"As"
3142304,"MOEDA","mata atlantica",996.1,"Cwb"
3142403,"MOEMA","cerrado",686.24,"Cwa"
3142502,"MONJOLOS","cerrado",890.58,"Cwb"
3142601,"MONSENHOR PAULO","mata atlantica",916.62,"Cwb"
3142700,"MONTALV∂NIA","cerrado",621.14,"Aw"
3142809,"MONTE ALEGRE DE MINAS","cerrado",730.75,"Aw"
3142908,"MONTE AZUL","caatinga",679.21,"As"
3143005,"MONTE BELO","mata atlantica",877.77,"Cwb"
3143104,"MONTE CARMELO","cerrado",872.55,"Cwa"
3143153,"MONTE FORMOSO","mata atlantica",801.08,"Cwa"
3143203,"MONTE SANTO DE MINAS","mata atlantica",905.48,"Cwb"
3143302,"MONTES CLAROS","cerrado",780.58,"As"
3143401,"MONTE SI«O","mata atlantica",875.83,"Cwb"
3143450,"MONTEZUMA","cerrado",960.46,"Cwb"
3143500,"MORADA NOVA DE MINAS","cerrado",631.36,"Aw"
3143609,"MORRO DA GARÄA","cerrado",677.27,"Aw"
3143708,"MORRO DO PILAR","mata atlantica",828.42,"Cwa"
3143807,"MUNHOZ","mata atlantica",1368.81,"Cfb"
3143906,"MURIAê","mata atlantica",434.4,"Cwa"
3144003,"MUTUM","mata atlantica",483.64,"Aw"
3144102,"MUZAMBINHO","mata atlantica",1007.9,"Cwb"
3144201,"NACIP RAYDAN","mata atlantica",447.4,"Aw"
3144300,"NANUQUE","mata atlantica",235.33,"Aw"
3144359,"NAQUE","mata atlantica",251.26,"Aw"
3144375,"NATAL∂NDIA","cerrado",617.68,"Aw"
3144409,"NATêRCIA","mata atlantica",1065.67,"Cwb"
3144508,"NAZARENO","mata atlantica",935.12,"Cwb"
3144607,"NEPOMUCENO","mata atlantica",876.56,"Cwb"
3144656,"NINHEIRA","mata atlantica",850.02,"Cwa"
3144672,"NOVA BELêM","mata atlantica",647.5,"Cfa"
3144706,"NOVA ERA","mata atlantica",715.78,"Cwa"
3144805,"NOVA LIMA","mata atlantica",1119.45,"Cwb"
3144904,"NOVA M‡DICA","mata atlantica",427.5,"Aw"
3145000,"NOVA PONTE","cerrado",939.77,"Cwb"
3145059,"NOVA PORTEIRINHA","caatinga",550.22,"As"
3145109,"NOVA RESENDE","mata atlantica",1069.93,"Cwb"
3145208,"NOVA SERRANA","cerrado",748.18,"Cwa"
3145307,"NOVO CRUZEIRO","mata atlantica",850.51,"Cwa"
3145356,"NOVO ORIENTE DE MINAS","mata atlantica",516.98,"Aw"
3145372,"NOVORIZONTE","cerrado",797.79,"As"
3145406,"OLARIA","mata atlantica",1035.33,"Cwb"
3145455,"OLHOS-D'µGUA","cerrado",865.84,"Cwa"
3145505,"OL÷MPIO NORONHA","mata atlantica",1022.95,"Cwb"
3145604,"OLIVEIRA","mata atlantica",1019.53,"Cwb"
3145703,"OLIVEIRA FORTES","mata atlantica",899.94,"Cwb"
3145802,"ONÄA DE PITANGUI","mata atlantica",836.34,"Cwa"
3145851,"ORAT‡RIOS","mata atlantica",566.73,"Cwa"
3145877,"ORIZ∂NIA","mata atlantica",945.41,"Cwb"
3145901,"OURO BRANCO","mata atlantica",1128.89,"Cwb"
3146008,"OURO FINO","mata atlantica",983.68,"Cwb"
3146107,"OURO PRETO","mata atlantica",1131.6,"Cwb"
3146206,"OURO VERDE DE MINAS","mata atlantica",572.17,"Aw"
3146255,"PADRE CARVALHO","cerrado",800.12,"As"
3146305,"PADRE PARA÷SO","mata atlantica",823.84,"Cwa"
3146404,"PAINEIRAS","cerrado",642.48,"Aw"
3146503,"PAINS","cerrado",774.67,"Cwa"
3146552,"PAI PEDRO","caatinga",520.37,"As"
3146602,"PAIVA","mata atlantica",665.35,"Cwa"
3146701,"PALMA","mata atlantica",227.18,"Aw"
3146750,"PALM‡POLIS","mata atlantica",581.46,"Aw"
3146909,"PAPAGAIOS","cerrado",716.85,"Cwa"
3147006,"PARACATU","cerrado",699.86,"Aw"
3147105,"PARµ DE MINAS","mata atlantica",829.76,"Cwa"
3147204,"PARAGUAÄU","mata atlantica",845.5,"Cwb"
3147303,"PARAIS‡POLIS","mata atlantica",1106.51,"Cwb"
3147402,"PARAOPEBA","cerrado",752.56,"Cwa"
3147501,"PASSABêM","mata atlantica",727.13,"Cwa"
3147600,"PASSA QUATRO","mata atlantica",1433.45,"Cwb"
3147709,"PASSA TEMPO","mata atlantica",1003.14,"Cwb"
3147808,"PASSA VINTE","mata atlantica",968.89,"Cwb"
3147907,"PASSOS","cerrado",817.75,"Cwa"
3147956,"PATIS","caatinga",772.55,"As"
3148004,"PATOS DE MINAS","cerrado",882.9,"Cwa"
3148103,"PATROC÷NIO","cerrado",946.8,"Cwb"
3148202,"PATROC÷NIO DO MURIAê","mata atlantica",245.28,"Aw"
3148301,"PAULA C∂NDIDO","mata atlantica",762.63,"Cwb"
3148400,"PAULISTAS","mata atlantica",769.86,"Cwa"
3148509,"PAV«O","mata atlantica",313.85,"Aw"
3148608,"PEÄANHA","mata atlantica",728.39,"Cwa"
3148707,"PEDRA AZUL","mata atlantica",729,"As"
3148756,"PEDRA BONITA","mata atlantica",1031.18,"Cwb"
3148806,"PEDRA DO ANTA","mata atlantica",658.76,"Cwa"
3148905,"PEDRA DO INDAIµ","mata atlantica",944.22,"Cwb"
3149002,"PEDRA DOURADA","mata atlantica",853.62,"Cwb"
3149101,"PEDRALVA","mata atlantica",1048.82,"Cwb"
3149150,"PEDRAS DE MARIA DA CRUZ","caatinga",550.2,"As"
3149200,"PEDRIN‡POLIS","cerrado",936.44,"Cwb"
3149309,"PEDRO LEOPOLDO","cerrado",804.38,"Cwa"
3149408,"PEDRO TEIXEIRA","mata atlantica",794.83,"Cwb"
3149507,"PEQUERI","mata atlantica",621.59,"Cwa"
3149606,"PEQUI","cerrado",794.75,"Cwa"
3149705,"PERDIG«O","cerrado",787.76,"Cwa"
3149804,"PERDIZES","cerrado",952.6,"Cwb"
3149903,"PERDÂES","mata atlantica",876.98,"Cwb"
3149952,"PERIQUITO","mata atlantica",254.74,"Aw"
3150000,"PESCADOR","mata atlantica",388.54,"Aw"
3150109,"PIAU","mata atlantica",576.58,"Cwa"
3150158,"PIEDADE DE CARATINGA","mata atlantica",893.21,"Cwb"
3150208,"PIEDADE DE PONTE NOVA","mata atlantica",462.67,"Cwa"
3150307,"PIEDADE DO RIO GRANDE","mata atlantica",1021.23,"Cwb"
3150406,"PIEDADE DOS GERAIS","mata atlantica",1030.21,"Cwb"
3150505,"PIMENTA","cerrado",887.6,"Cwa"
3150539,"PINGO D'µGUA","mata atlantica",319.58,"Aw"
3150570,"PINT‡POLIS","cerrado",538.64,"Aw"
3150604,"PIRACEMA","mata atlantica",938.86,"Cwb"
3150703,"PIRAJUBA","mata atlantica",516.22,"Aw"
3150802,"PIRANGA","mata atlantica",753.92,"Cwa"
3150901,"PIRANGUÄU","mata atlantica",1242.76,"Cwb"
3151008,"PIRANGUINHO","mata atlantica",896.33,"Cwb"
3151107,"PIRAPETINGA","mata atlantica",199.25,"Aw"
3151206,"PIRAPORA","cerrado",548.11,"Aw"
3151305,"PIRAÈBA","mata atlantica",404.89,"Cwa"
3151404,"PITANGUI","cerrado",728.42,"Cwa"
3151503,"PIUMHI","cerrado",822.11,"Cwa"
3151602,"PLANURA","cerrado",484.41,"Aw"
3151701,"POÄO FUNDO","mata atlantica",1021.46,"Cfb"
3151800,"POÄOS DE CALDAS","mata atlantica",1234.02,"Cwb"
3151909,"POCRANE","mata atlantica",324.6,"Aw"
3152006,"POMPêU","cerrado",676.73,"Cwa"
3152105,"PONTE NOVA","mata atlantica",542.88,"Cwa"
3152131,"PONTO CHIQUE","cerrado",529.69,"As"
3152170,"PONTO DOS VOLANTES","mata atlantica",761.14,"Cwa"
3152204,"PORTEIRINHA","caatinga",655.13,"As"
3152303,"PORTO FIRME","mata atlantica",698.6,"Cwa"
3152402,"POTê","mata atlantica",628.47,"Cwa"
3152501,"POUSO ALEGRE","mata atlantica",876.71,"Cfb"
3152600,"POUSO ALTO","mata atlantica",1043.66,"Cwb"
3152709,"PRADOS","mata atlantica",1013.72,"Cwb"
3152808,"PRATA","cerrado",655.75,"Aw"
3152907,"PRATµPOLIS","mata atlantica",795.03,"Cwa"
3153004,"PRATINHA","cerrado",1096.17,"Cwb"
3153103,"PRESIDENTE BERNARDES","mata atlantica",709.6,"Cwa"
3153202,"PRESIDENTE JUSCELINO","cerrado",646.13,"Cwa"
3153301,"PRESIDENTE KUBITSCHEK","mata atlantica",1160.52,"Cwb"
3153400,"PRESIDENTE OLEGµRIO","cerrado",834.83,"Cwa"
3153509,"ALTO JEQUITIBµ","mata atlantica",940.55,"Cwb"
3153608,"PRUDENTE DE MORAIS","cerrado",777.68,"Cwa"
3153707,"QUARTEL GERAL","cerrado",712.26,"Cwa"
3153806,"QUELUZITO","mata atlantica",1000.73,"Cwb"
3153905,"RAPOSOS","mata atlantica",944.65,"Cwb"
3154002,"RAUL SOARES","mata atlantica",505.34,"Cwa"
3154101,"RECREIO","mata atlantica",240.85,"Aw"
3154150,"REDUTO","mata atlantica",723.97,"Cwa"
3154200,"RESENDE COSTA","mata atlantica",1067.33,"Cwb"
3154309,"RESPLENDOR","mata atlantica",260.76,"Aw"
3154408,"RESSAQUINHA","mata atlantica",1136.13,"Cwb"
3154457,"RIACHINHO","cerrado",643.23,"Aw"
3154507,"RIACHO DOS MACHADOS","cerrado",825.57,"As"
3154606,"RIBEIR«O DAS NEVES","cerrado",855.92,"Cwb"
3154705,"RIBEIR«O VERMELHO","mata atlantica",836.39,"Cwb"
3154804,"RIO ACIMA","mata atlantica",1029.28,"Cwb"
3154903,"RIO CASCA","mata atlantica",390.99,"Aw"
3155009,"RIO DOCE","mata atlantica",483.17,"Cwa"
3155108,"RIO DO PRADO","mata atlantica",615.35,"Aw"
3155207,"RIO ESPERA","mata atlantica",774.37,"Cwb"
3155306,"RIO MANSO","mata atlantica",938.1,"Cwb"
3155405,"RIO NOVO","mata atlantica",459.29,"Cwa"
3155504,"RIO PARANA÷BA","cerrado",1021.47,"Cwb"
3155603,"RIO PARDO DE MINAS","cerrado",899.56,"Cwa"
3155702,"RIO PIRACICABA","mata atlantica",753.28,"Cwa"
3155801,"RIO POMBA","mata atlantica",519.67,"Cwa"
3155900,"RIO PRETO","mata atlantica",815.28,"Cwb"
3156007,"RIO VERMELHO","mata atlantica",819.38,"Cwa"
3156106,"RITµPOLIS","mata atlantica",1007.38,"Cwb"
3156205,"ROCHEDO DE MINAS","mata atlantica",461.3,"Cwa"
3156304,"RODEIRO","mata atlantica",408.04,"Cwa"
3156403,"ROMARIA","cerrado",980.99,"Cwb"
3156452,"ROSµRIO DA LIMEIRA","mata atlantica",763.93,"Cwb"
3156502,"RUBELITA","mata atlantica",650.23,"As"
3156601,"RUBIM","mata atlantica",465.2,"Aw"
3156700,"SABARµ","mata atlantica",897.44,"Cwb"
3156809,"SABIN‡POLIS","mata atlantica",813.89,"Cwa"
3156908,"SACRAMENTO","cerrado",992.64,"Cwb"
3157005,"SALINAS","mata atlantica",687.03,"As"
3157104,"SALTO DA DIVISA","mata atlantica",222.29,"Aw"
3157203,"SANTA BµRBARA","mata atlantica",1011.95,"Cwb"
3157252,"SANTA BµRBARA DO LESTE","mata atlantica",942.06,"Cwb"
3157278,"SANTA BµRBARA DO MONTE VERDE","mata atlantica",784.88,"Cwb"
3157302,"SANTA BµRBARA DO TUGÈRIO","mata atlantica",846,"Cwb"
3157336,"SANTA CRUZ DE MINAS","mata atlantica",925.33,"Cwb"
3157377,"SANTA CRUZ DE SALINAS","mata atlantica",842.51,"Cwa"
3157401,"SANTA CRUZ DO ESCALVADO","mata atlantica",468.97,"Cwa"
3157500,"SANTA EFIG“NIA DE MINAS","mata atlantica",625.84,"Cwa"
3157609,"SANTA Fê DE MINAS","cerrado",613.24,"Aw"
3157658,"SANTA HELENA DE MINAS","mata atlantica",460.85,"Aw"
3157708,"SANTA JULIANA","cerrado",980.99,"Cwb"
3157807,"SANTA LUZIA","cerrado",763.51,"Cwa"
3157906,"SANTA MARGARIDA","mata atlantica",900.72,"Cwb"
3158003,"SANTA MARIA DE ITABIRA","mata atlantica",775.48,"Cwa"
3158102,"SANTA MARIA DO SALTO","mata atlantica",518.02,"Aw"
3158201,"SANTA MARIA DO SUAÄU÷","mata atlantica",492.1,"Aw"
3158300,"SANTANA DA VARGEM","mata atlantica",892.47,"Cwb"
3158409,"SANTANA DE CATAGUASES","mata atlantica",312.39,"Aw"
3158508,"SANTANA DE PIRAPAMA","cerrado",795.15,"Cwa"
3158607,"SANTANA DO DESERTO","mata atlantica",489.23,"Cwa"
3158706,"SANTANA DO GARAMBêU","mata atlantica",1091.15,"Cwb"
3158805,"SANTANA DO JACARê","mata atlantica",885.29,"Cwb"
3158904,"SANTANA DO MANHUAÄU","mata atlantica",666.37,"Cwa"
3158953,"SANTANA DO PARA÷SO","mata atlantica",394.03,"Aw"
3159001,"SANTANA DO RIACHO","cerrado",1058.99,"Cwb"
3159100,"SANTANA DOS MONTES","mata atlantica",834.84,"Cwb"
3159209,"SANTA RITA DE CALDAS","mata atlantica",1220.5,"Cwb"
3159308,"SANTA RITA DE JACUTINGA","mata atlantica",826.21,"Cwb"
3159357,"SANTA RITA DE MINAS","mata atlantica",827.61,"Cwb"
3159407,"SANTA RITA DE IBITIPOCA","mata atlantica",1109.6,"Cwb"
3159506,"SANTA RITA DO ITUETO","mata atlantica",439.4,"Aw"
3159605,"SANTA RITA DO SAPUCA÷","mata atlantica",924.11,"Cwb"
3159704,"SANTA ROSA DA SERRA","cerrado",991.91,"Cwb"
3159803,"SANTA VIT‡RIA","cerrado",459.42,"Aw"
3159902,"SANTO ANT‚NIO DO AMPARO","mata atlantica",968.85,"Cwb"
3160009,"SANTO ANT‚NIO DO AVENTUREIRO","mata atlantica",582.38,"Cwa"
3160108,"SANTO ANT‚NIO DO GRAMA","mata atlantica",540.47,"Cwa"
3160207,"SANTO ANT‚NIO DO ITAMBê","mata atlantica",852.27,"Cwa"
3160306,"SANTO ANT‚NIO DO JACINTO","mata atlantica",634.92,"Aw"
3160405,"SANTO ANT‚NIO DO MONTE","cerrado",854.03,"Cwb"
3160454,"SANTO ANT‚NIO DO RETIRO","cerrado",972.5,"Cwb"
3160504,"SANTO ANT‚NIO DO RIO ABAIXO","mata atlantica",604.93,"Cwa"
3160603,"SANTO HIP‡LITO","cerrado",620.59,"Aw"
3160702,"SANTOS DUMONT","mata atlantica",838.6,"Cwb"
3160801,"S«O BENTO ABADE","mata atlantica",995.24,"Cwb"
3160900,"S«O BRµS DO SUAÄU÷","mata atlantica",937.16,"Cwb"
3160959,"S«O DOMINGOS DAS DORES","mata atlantica",765.17,"Cwa"
3161007,"S«O DOMINGOS DO PRATA","mata atlantica",720.19,"Cwa"
3161056,"S«O FêLIX DE MINAS","mata atlantica",601.66,"Cwa"
3161106,"S«O FRANCISCO","cerrado",558.79,"As"
3161205,"S«O FRANCISCO DE PAULA","mata atlantica",967.94,"Cwb"
3161304,"S«O FRANCISCO DE SALES","cerrado",442.75,"Aw"
3161403,"S«O FRANCISCO DO GL‡RIA","mata atlantica",730.49,"Cwa"
3161502,"S«O GERALDO","mata atlantica",564.92,"Cwa"
3161601,"S«O GERALDO DA PIEDADE","mata atlantica",408.83,"Aw"
3161650,"S«O GERALDO DO BAIXIO","mata atlantica",387.36,"Aw"
3161700,"S«O GONÄALO DO ABAETê","cerrado",734.32,"Cwa"
3161809,"S«O GONÄALO DO PARµ","cerrado",738.53,"Cwa"
3161908,"S«O GONÄALO DO RIO ABAIXO","mata atlantica",764.27,"Cwa"
3162005,"S«O GONÄALO DO SAPUCA÷","mata atlantica",941,"Cwb"
3162104,"S«O GOTARDO","cerrado",985.62,"Cwb"
3162203,"S«O JO«O BATISTA DO GL‡RIA","cerrado",880.4,"Cwa"
3162252,"S«O JO«O DA LAGOA","cerrado",823.3,"Cwa"
3162302,"S«O JO«O DA MATA","mata atlantica",1056.43,"Cfb"
3162401,"S«O JO«O DA PONTE","caatinga",648.05,"As"
3162450,"S«O JO«O DAS MISSÂES","caatinga",667.83,"As"
3162500,"S«O JO«O DEL REI","mata atlantica",1006.67,"Cwb"
3162559,"S«O JO«O DO MANHUAÄU","mata atlantica",963.54,"Cwb"
3162575,"S«O JO«O DO MANTENINHA","mata atlantica",383.07,"Aw"
3162609,"S«O JO«O DO ORIENTE","mata atlantica",312.85,"Aw"
3162658,"S«O JO«O DO PACU÷","cerrado",692.34,"As"
3162708,"S«O JO«O DO PARA÷SO","mata atlantica",885.22,"Cwa"
3162807,"S«O JO«O EVANGELISTA","mata atlantica",748.63,"Cwa"
3162906,"S«O JO«O NEPOMUCENO","mata atlantica",500.75,"Cwa"
3162922,"S«O JOAQUIM DE BICAS","mata atlantica",838.79,"Cwa"
3162948,"S«O JOSê DA BARRA","cerrado",800.53,"Cwa"
3162955,"S«O JOSê DA LAPA","cerrado",780.88,"Cwa"
3163003,"S«O JOSê DA SAFIRA","mata atlantica",424.44,"Aw"
3163102,"S«O JOSê DA VARGINHA","cerrado",783.89,"Cwa"
3163201,"S«O JOSê DO ALEGRE","mata atlantica",883.13,"Cwb"
3163300,"S«O JOSê DO DIVINO","mata atlantica",418.2,"Aw"
3163409,"S«O JOSê DO GOIABAL","mata atlantica",349.16,"Aw"
3163508,"S«O JOSê DO JACURI","mata atlantica",656.78,"Cwa"
3163607,"S«O JOSê DO MANTIMENTO","mata atlantica",531.2,"Cwa"
3163706,"S«O LOURENÄO","mata atlantica",945.81,"Cwb"
3163805,"S«O MIGUEL DO ANTA","mata atlantica",742.28,"Cwa"
3163904,"S«O PEDRO DA UNI«O","mata atlantica",1074.28,"Cwb"
3164001,"S«O PEDRO DOS FERROS","mata atlantica",342.03,"Aw"
3164100,"S«O PEDRO DO SUAÄU÷","mata atlantica",591.37,"Aw"
3164209,"S«O ROM«O","cerrado",530.28,"Aw"
3164308,"S«O ROQUE DE MINAS","cerrado",1048.04,"Cwb"
3164407,"S«O SEBASTI«O DA BELA VISTA","mata atlantica",901.9,"Cwb"
3164431,"S«O SEBASTI«O DA VARGEM ALEGRE","mata atlantica",814.37,"Cwb"
3164472,"S«O SEBASTI«O DO ANTA","mata atlantica",663.3,"Cwa"
3164506,"S«O SEBASTI«O DO MARANH«O","mata atlantica",618.99,"Aw"
3164605,"S«O SEBASTI«O DO OESTE","cerrado",816.06,"Cwa"
3164704,"S«O SEBASTI«O DO PARA÷SO","mata atlantica",928.19,"Cwb"
3164803,"S«O SEBASTI«O DO RIO PRETO","mata atlantica",637.43,"Cwa"
3164902,"S«O SEBASTI«O DO RIO VERDE","mata atlantica",934.11,"Cwb"
3165008,"S«O TIAGO","mata atlantica",1007.32,"Cwb"
3165107,"S«O TOMµS DE AQUINO","mata atlantica",920,"Cwb"
3165206,"S«O THOMê DAS LETRAS","mata atlantica",1027.06,"Cwb"
3165305,"S«O VICENTE DE MINAS","mata atlantica",993.19,"Cwb"
3165404,"SAPUCA÷-MIRIM","mata atlantica",1390.98,"Cwb"
3165503,"SARDOµ","mata atlantica",783.36,"Cwa"
3165537,"SARZEDO","mata atlantica",954.49,"Cwb"
3165552,"SETUBINHA","mata atlantica",921.55,"Cwb"
3165560,"SEM-PEIXE","mata atlantica",492.3,"Aw"
3165578,"SENADOR AMARAL","mata atlantica",1468.55,"Cwb"
3165602,"SENADOR CORTES","mata atlantica",643.06,"Cwa"
3165701,"SENADOR FIRMINO","mata atlantica",740.04,"Cwa"
3165800,"SENADOR JOSê BENTO","mata atlantica",965.91,"Cfb"
3165909,"SENADOR MODESTINO GONÄALVES","cerrado",845.87,"Cwa"
3166006,"SENHORA DE OLIVEIRA","mata atlantica",795.7,"Cwb"
3166105,"SENHORA DO PORTO","mata atlantica",767.96,"Cwa"
3166204,"SENHORA DOS REMêDIOS","mata atlantica",898.48,"Cwb"
3166303,"SERICITA","mata atlantica",985.5,"Cwb"
3166402,"SERITINGA","mata atlantica",1092.42,"Cwb"
3166501,"SERRA AZUL DE MINAS","mata atlantica",873.45,"Cwa"
3166600,"SERRA DA SAUDADE","cerrado",736.68,"Cwa"
3166709,"SERRA DOS AIMORêS","mata atlantica",203.21,"Aw"
3166808,"SERRA DO SALITRE","cerrado",964.23,"Cwb"
3166907,"SERRANIA","mata atlantica",884.69,"Cwb"
3166956,"SERRAN‡POLIS DE MINAS","caatinga",811.92,"As"
3167004,"SERRANOS","mata atlantica",1067.65,"Cwb"
3167103,"SERRO","mata atlantica",977.57,"Cwb"
3167202,"SETE LAGOAS","cerrado",794.94,"Cwa"
3167301,"SILVEIR∂NIA","mata atlantica",670.55,"Cwa"
3167400,"SILVIAN‡POLIS","mata atlantica",885.53,"Cwb"
3167509,"SIM«O PEREIRA","mata atlantica",488.55,"Cwa"
3167608,"SIMONêSIA","mata atlantica",854.21,"Cwb"
3167707,"SOBRµLIA","mata atlantica",299.8,"Aw"
3167806,"SOLEDADE DE MINAS","mata atlantica",963.41,"Cwb"
3167905,"TABULEIRO","mata atlantica",558.34,"Cwa"
3168002,"TAIOBEIRAS","cerrado",814.26,"Cwa"
3168051,"TAPARUBA","mata atlantica",361.28,"Aw"
3168101,"TAPIRA","cerrado",1150.67,"Cwb"
3168200,"TAPIRA÷","cerrado",949.99,"Cwb"
3168309,"TAQUARAÄU DE MINAS","cerrado",864.32,"Cwb"
3168408,"TARUMIRIM","mata atlantica",410.51,"Aw"
3168507,"TEIXEIRAS","mata atlantica",709.99,"Cwa"
3168606,"TE‡FILO OTONI","mata atlantica",447.81,"Aw"
3168705,"TIM‡TEO","mata atlantica",359.49,"Aw"
3168804,"TIRADENTES","mata atlantica",950.88,"Cwb"
3168903,"TIROS","cerrado",869.05,"Cwa"
3169000,"TOCANTINS","mata atlantica",408.98,"Cwa"
3169059,"TOCOS DO MOJI","mata atlantica",1181.8,"Cwb"
3169109,"TOLEDO","mata atlantica",1194.95,"Cfb"
3169208,"TOMBOS","mata atlantica",479.65,"Cwa"
3169307,"TR“S CORAÄÂES","mata atlantica",912.13,"Cwb"
3169356,"TR“S MARIAS","cerrado",735.34,"Cwa"
3169406,"TR“S PONTAS","mata atlantica",894.7,"Cwb"
3169505,"TUMIRITINGA","mata atlantica",236.62,"Aw"
3169604,"TUPACIGUARA","cerrado",719.46,"Aw"
3169703,"TURMALINA","cerrado",748.45,"Cwa"
3169802,"TURVOL∂NDIA","mata atlantica",893.33,"Cwb"
3169901,"UBµ","mata atlantica",484.12,"Cwa"
3170008,"UBA÷","cerrado",595,"As"
3170057,"UBAPORANGA","mata atlantica",718.45,"Cwa"
3170107,"UBERABA","cerrado",811.23,"Cwa"
3170206,"UBERL∂NDIA","cerrado",810.38,"Cwa"
3170305,"UMBURATIBA","mata atlantica",308.06,"Aw"
3170404,"UNA÷","cerrado",760.89,"Aw"
3170438,"UNI«O DE MINAS","cerrado",453.87,"Aw"
3170479,"URUANA DE MINAS","cerrado",750.26,"Aw"
3170503,"URUC∂NIA","mata atlantica",471.19,"Cwa"
3170529,"URUCUIA","cerrado",578.44,"Aw"
3170578,"VARGEM ALEGRE","mata atlantica",451.87,"Aw"
3170602,"VARGEM BONITA","cerrado",953.75,"Cwb"
3170651,"VARGEM GRANDE DO RIO PARDO","cerrado",954.42,"Cwb"
3170701,"VARGINHA","mata atlantica",925.68,"Cwb"
3170750,"VARJ«O DE MINAS","cerrado",843.05,"Cwa"
3170800,"VµRZEA DA PALMA","cerrado",600.63,"Aw"
3170909,"VARZEL∂NDIA","caatinga",652.86,"As"
3171006,"VAZANTE","cerrado",679.53,"Aw"
3171030,"VERDEL∂NDIA","caatinga",520.06,"As"
3171071,"VEREDINHA","cerrado",778.68,"Cwa"
3171105,"VER÷SSIMO","cerrado",733.69,"Cwa"
3171154,"VERMELHO NOVO","mata atlantica",686.17,"Cwa"
3171204,"VESPASIANO","cerrado",798.2,"Cwa"
3171303,"VIÄOSA","mata atlantica",720.75,"Cwa"
3171402,"VIEIRAS","mata atlantica",635.33,"Cwa"
3171501,"MATHIAS LOBATO","mata atlantica",264.82,"Aw"
3171600,"VIRGEM DA LAPA","cerrado",530.08,"As"
3171709,"VIRG÷NIA","mata atlantica",1245.93,"Cwb"
3171808,"VIRGIN‡POLIS","mata atlantica",807.39,"Cwa"
3171907,"VIRGOL∂NDIA","mata atlantica",527.16,"Aw"
3172004,"VISCONDE DO RIO BRANCO","mata atlantica",403.57,"Cwa"
3172103,"VOLTA GRANDE","mata atlantica",270.48,"Cwa"
3172202,"WENCESLAU BRAZ","mata atlantica",1234.78,"Cwb"
3200102,"AFONSO CLµUDIO","mata atlantica",681.82,"Cfa"
