geocode;UF;name_muni;hierarquia
5208400;GO;Goianápolis;Centro Local
1502004;PA;Cachoeira do Arari;Centro Local
4121109;PR;Quinta do Sol;Centro Local
4305173;RS;Cerro Grande do Sul;Centro Local
3121209;MG;Delfinópolis;Centro Local
2304954;CE;Guaiúba;Centro Local
2500700;PB;São João do Rio do Peixe;Centro Local
3131505;MG;Ipuiúna;Centro Local
2106607;MA;Matões;Centro Local
4211108;SC;Monte Castelo;Centro Local
4100301;PR;Agudos do Sul;Centro Local
1501105;PA;Bagre;Centro Local
2516102;PB;Soledade;Centro Local
2927309;BA;Salinas da Margarida;Centro Local
4303301;RS;Caibaté;Centro Local
5214408;GO;Nazário;Centro Local
2605400;PE;Feira Nova;Centro Local
2911402;BA;Glória;Centro Local
2703106;AL;Igaci;Centro Local
4112207;PR;Janiópolis;Centro Local
4214409;SC;Rio das Antas;Centro Local
3156403;MG;Romaria;Centro Local
5106182;MT;Nova Lacerda;Centro Local
2924504;BA;Pindaí;Centro Local
1303304;AM;Novo Aripuanã;Centro Local
2913408;BA;Igaporã;Centro Local
4308409;RS;Formigueiro;Centro Local
3512704;SP;Corumbataí;Centro Local
2707503;AL;Porto Real do Colégio;Centro Local
3170503;MG;Urucânia;Centro Local
4201505;SC;Armazém;Centro Local
4314076;RS;Passo do Sobrado;Centro Local
3162559;MG;São João do Manhuaçu;Centro Local
3200136;ES;Águia Branca;Centro Local
4215307;SC;Salete;Centro Local
2610400;PE;Parnamirim;Centro Local
4101309;PR;Antônio Olinto;Centro Local
2929701;BA;Sátiro Dias;Centro Local
4100103;PR;Abatiá;Centro Local
4108650;PR;Goioxim;Centro Local
4203709;SC;Canelinha;Centro Local
5006358;MS;Paranhos;Centro Local
5108857;MT;Nova Marilândia;Centro Local
3120508;MG;Cristina;Centro Local
2507101;PB;Itapororoca;Centro Local
2201507;PI;Batalha;Centro Local
1400456;RR;Pacaraima;Centro Local
4126108;PR;São Tomé;Centro Local
4306056;RS;Cristal;Centro Local
2700706;AL;Batalha;Centro Local
2704401;AL;Major Isidoro;Centro Local
3515608;SP;Fernando Prestes;Centro Local
2610202;PE;Panelas;Centro Local
3529807;SP;Mineiros do Tietê;Centro Local
2102200;MA;Buriti;Centro Local
3114006;MG;Carmo da Mata;Centro Local
2313005;CE;Solonópole;Centro Local
1101005;RO;Governador Jorge Teixeira;Centro Local
2932606;BA;Urandi;Centro Local
5202502;GO;Aruanã;Centro Local
4212700;SC;Petrolândia;Centro Local
3165008;MG;São Tiago;Centro Local
4320552;RS;Sertão Santana;Centro Local
4315404;RS;Redentora;Centro Local
4104055;PR;Campo Bonito;Centro Local
1703909;TO;Caseara;Centro Local
2912301;BA;Ibicuí;Centro Local
4211405;SC;Nova Erechim;Centro Local
1303700;AM;Santo Antônio do Içá;Centro Local
2926509;BA;Ribeira do Amparo;Centro Local
2306108;CE;Irauçuba;Centro Local
3147709;MG;Passa Tempo;Centro Local
2901205;BA;Anagé;Centro Local
3137106;MG;Lagamar;Centro Local
5200605;GO;Alto Paraíso de Goiás;Centro Local
3149705;MG;Perdigão;Centro Local
4120853;PR;Quatro Pontes;Centro Local
5006259;MS;Novo Horizonte do Sul;Centro Local
4211058;SC;Monte Carlo;Centro Local
2923209;BA;Oliveira dos Brejinhos;Centro Local
4104105;PR;Campo do Tenente;Centro Local
2108702;MA;Pio XII;Centro Local
3152709;MG;Prados;Centro Local
5102793;MT;Carlinda;Centro Local
2917805;BA;Jaguaripe;Centro Local
3525607;SP;João Ramalho;Centro Local
2908002;BA;Coaraci;Centro Local
1200138;AC;Bujari;Centro Local
3506904;SP;Bofete;Centro Local
4216404;SC;São João do Sul;Centro Local
4119202;PR;Pinhalão;Centro Local
3204252;ES;Arranjo Populacional de Ponto Belo - Mucurici/ES;Centro Local
4107801;PR;Floraí;Centro Local
2700607;AL;Barra de São Miguel;Centro Local
2904050;BA;Bonito;Centro Local
3158300;MG;Santana da Vargem;Centro Local
4322905;RS;Viadutos;Centro Local
4201703;SC;Ascurra;Centro Local
4323200;RS;Victor Graeff;Centro Local
3500550;SP;Águas de Santa Bárbara;Centro Local
4118857;PR;Perobal;Centro Local
2702355;AL;Craíbas;Centro Local
4110201;PR;Inácio Martins;Centro Local
1300409;AM;Barcelos;Centro Local
2105153;MA;Igarapé do Meio;Centro Local
5000252;MS;Alcinópolis;Centro Local
3161502;MG;São Geraldo;Centro Local
4311700;RS;Machadinho;Centro Local
3306156;RJ;Varre-Sai;Centro Local
3154200;MG;Resende Costa;Centro Local
3154507;MG;Riacho dos Machados;Centro Local
5207808;GO;Firminópolis;Centro Local
4310504;RS;Iraí;Centro Local
2927507;BA;Santa Bárbara;Centro Local
2302008;CE;Barro;Centro Local
4321956;RS;Trindade do Sul;Centro Local
2607000;PE;Inajá;Centro Local
5216908;GO;Pilar de Goiás;Centro Local
2501005;PB;Araruna;Centro Local
3202553;ES;Ibitirama;Centro Local
2932457;BA;Umburanas;Centro Local
2701308;AL;Cajueiro;Centro Local
2501906;PB;Belém;Centro Local
4315107;RS;Porto Xavier;Centro Local
3302452;RJ;Macuco;Centro Local
3111309;MG;Campo do Meio;Centro Local
1101104;RO;Itapuã do Oeste;Centro Local
1501576;PA;Bom Jesus do Tocantins;Centro Local
4202131;SC;Bela Vista do Toldo;Centro Local
2613305;PE;São Joaquim do Monte;Centro Local
1722081;TO;Wanderlândia;Centro Local
2611705;PE;Riacho das Almas;Centro Local
3205150;ES;Vila Pavão;Centro Local
3135506;MG;Jequeri;Centro Local
3150802;MG;Piranga;Centro Local
2202000;PI;Buriti dos Lopes;Centro Local
2919702;BA;Macarani;Centro Local
4125407;PR;São José da Boa Vista;Centro Local
3139805;MG;Mar de Espanha;Centro Local
2506806;PB;Ingá;Centro Local
2923357;BA;Ourolândia;Centro Local
2102309;MA;Buriti Bravo;Centro Local
2923407;BA;Palmas de Monte Alto;Centro Local
3119955;MG;Córrego Fundo;Centro Local
2612000;PE;Sairé;Centro Local
4107306;PR;Doutor Camargo;Centro Local
3151305;MG;Piraúba;Centro Local
3149101;MG;Pedralva;Centro Local
1400233;RR;Caroebe;Centro Local
3139904;MG;Maria da Fé;Centro Local
1501451;PA;Belterra;Centro Local
3548104;SP;Santo Antônio do Jardim;Centro Local
1717503;TO;Pium;Centro Local
2301604;CE;Assaré;Centro Local
4118451;PR;Pato Bragado;Centro Local
3549508;SP;São José da Bela Vista;Centro Local
3128907;MG;Guimarânia;Centro Local
2603504;PE;Camocim de São Félix;Centro Local
2512705;PB;Remígio;Centro Local
4107736;PR;Fernandes Pinheiro;Centro Local
2931509;BA;Teofilândia;Centro Local
3537503;SP;Pereiras;Centro Local
2600203;PE;Afrânio;Centro Local
1100502;RO;Novo Horizonte do Oeste;Centro Local
2614808;PE;Tacaratu;Centro Local
2309458;CE;Ocara;Centro Local
3547908;SP;Santo Antônio da Alegria;Centro Local
4213005;SC;Pinheiro Preto;Centro Local
1301605;AM;Fonte Boa;Centro Local
2803401;SE;Japoatã;Centro Local
3165107;MG;São Tomás de Aquino;Centro Local
2111052;MA;São João do Paraíso;Centro Local
1507474;PA;São João de Pirabas;Centro Local
3519204;SP;Iacri;Centro Local
3152907;MG;Pratápolis;Centro Local
1709005;TO;Goiatins;Centro Local
1100296;RO;Santa Luzia D'Oeste;Centro Local
4216354;SC;São João do Itaperiú;Centro Local
2102556;MA;Campestre do Maranhão;Centro Local
2804102;SE;Moita Bonita;Centro Local
2922102;BA;Mundo Novo;Centro Local
4206603;SC;Guarujá do Sul;Centro Local
2301307;CE;Araripe;Centro Local
4312757;RS;Nova Alvorada;Centro Local
3538501;SP;Piquete;Centro Local
2109205;MA;Arranjo Populacional de Presidente Juscelino - Cachoeira Grande/MA;Centro Local
1300029;AM;Alvarães;Centro Local
4201901;SC;Aurora;Centro Local
4121752;PR;Reserva do Iguaçu;Centro Local
2111763;MA;Senador La Rocque;Centro Local
3104700;MG;Ataléia;Centro Local
3518107;SP;Guarantã;Centro Local
4107553;PR;Farol;Centro Local
2616209;PE;Vertentes;Centro Local
5219803;GO;São Domingos;Centro Local
4313359;RS;Nova Roma do Sul;Centro Local
4315321;RS;Quevedos;Centro Local
4308805;RS;General Câmara;Centro Local
1600204;AP;Calçoene;Centro Local
2311702;CE;Reriutaba;Centro Local
1506559;PA;Santa Luzia do Pará;Centro Local
3526506;SP;Lavínia;Centro Local
1506351;PA;Santa Bárbara do Pará;Centro Local
3528700;SP;Marabá Paulista;Centro Local
3509304;SP;Cajobi;Centro Local
3158003;MG;Santa Maria de Itabira;Centro Local
5102694;MT;Canabrava do Norte;Centro Local
3521507;SP;Irapuã;Centro Local
4309555;RS;Harmonia;Centro Local
4303707;RS;Campina das Missões;Centro Local
3109105;MG;Bueno Brandão;Centro Local
1300839;AM;Caapiranga;Centro Local
3203304;ES;Mantenópolis;Centro Local
5209903;GO;Iaciara;Centro Local
2301950;CE;Barreira;Centro Local
4319307;RS;São Paulo das Missões;Centro Local
2605608;PE;Flores;Centro Local
4107751;PR;Figueira;Centro Local
3141306;MG;Medeiros;Centro Local
2507705;PB;Juazeirinho;Centro Local
3103009;MG;Antônio Dias;Centro Local
2924801;BA;Piritiba;Centro Local
2606507;PE;Iati;Centro Local
3553500;SP;Tapiraí;Centro Local
3200169;ES;Água Doce do Norte;Centro Local
1302801;AM;Maraã;Centro Local
2107407;MA;Olho d'Água das Cunhãs;Centro Local
4316436;RS;Saldanha Marinho;Centro Local
2103174;MA;Centro Novo do Maranhão;Centro Local
5203401;GO;Bom Jardim de Goiás;Centro Local
3550001;SP;São Luiz do Paraitinga;Centro Local
3140852;MG;Matias Cardoso;Centro Local
2901403;BA;Angical;Centro Local
4307054;RS;Ernestina;Centro Local
2405702;RN;Jardim do Seridó;Centro Local
3165305;MG;São Vicente de Minas;Centro Local
1600105;AP;Amapá;Centro Local
2909604;BA;Crisópolis;Centro Local
2931608;BA;Teolândia;Centro Local
3528106;SP;Macaubal;Centro Local
1702406;TO;Arraias;Centro Local
4314027;RS;Paraíso do Sul;Centro Local
5103106;MT;Cocalinho;Centro Local
3161304;MG;São Francisco de Sales;Centro Local
4218400;SC;Treze de Maio;Centro Local
2109270;MA;Presidente Sarney;Centro Local
1301506;AM;Envira;Centro Local
5205802;GO;Corumbá de Goiás;Centro Local
4303608;RS;Cambará do Sul;Centro Local
3502002;SP;Analândia;Centro Local
5211008;GO;Itapirapuã;Centro Local
2907608;BA;Central;Centro Local
2504801;PB;Coremas;Centro Local
3124906;MG;Eugenópolis;Centro Local
2306702;CE;Jaguaretama;Centro Local
2301851;CE;Banabuiú;Centro Local
2500809;PB;Araçagi;Centro Local
2311264;CE;Quiterianópolis;Centro Local
2609303;PE;Mirandiba;Centro Local
3524204;SP;Jaborandi;Centro Local
2603900;PE;Carnaíba;Centro Local
3510906;SP;Cássia dos Coqueiros;Centro Local
2304459;CE;Fortim;Centro Local
1303502;AM;Pauini;Centro Local
2700201;AL;Anadia;Centro Local
3117801;MG;Conceição dos Ouros;Centro Local
4310900;RS;Jacutinga;Centro Local
4202859;SC;Braço do Trombudo;Centro Local
2604403;PE;Chã de Alegria;Centro Local
1400506;RR;São João da Baliza;Centro Local
4303673;RS;Campestre da Serra;Centro Local
5207907;GO;Flores de Goiás;Centro Local
2600807;PE;Altinho;Centro Local
2208809;PI;Regeneração;Centro Local
2108900;MA;Poção de Pedras;Centro Local
2106508;MA;Matinha;Centro Local
2108256;MA;Pedro do Rosário;Centro Local
4121356;PR;Rancho Alegre D'Oeste;Centro Local
1400027;RR;Amajari;Centro Local
2303956;CE;Chorozinho;Centro Local
3113602;MG;Careaçu;Centro Local
2203305;PI;Demerval Lobão;Centro Local
4103503;PR;Califórnia;Centro Local
2900405;BA;Água Fria;Centro Local
4107702;PR;Fênix;Centro Local
2112100;MA;Timbiras;Centro Local
2608305;PE;Jupi;Centro Local
4200804;SC;Anchieta;Centro Local
3168408;MG;Tarumirim;Centro Local
4109757;PR;Ibema;Centro Local
5108105;MT;Tesouro;Centro Local
2930303;BA;Serra Dourada;Centro Local
3509809;SP;Campos Novos Paulista;Centro Local
4300471;RS;Almirante Tamandaré do Sul;Centro Local
2706505;AL;Passo de Camaragibe;Centro Local
3127602;MG;Gouveia;Centro Local
2904100;BA;Boquira;Centro Local
1504752;PA;Mojuí dos Campos;Centro Local
2902609;BA;Baixa Grande;Centro Local
3107901;MG;Bom Repouso;Centro Local
3107802;MG;Bom Jesus do Galho;Centro Local
1400282;RR;Iracema;Centro Local
2501302;PB;Aroeiras;Centro Local
5102850;MT;Castanheira;Centro Local
4315354;RS;Quinze de Novembro;Centro Local
3537206;SP;Pedro de Toledo;Centro Local
2504900;PB;Cruz do Espírito Santo;Centro Local
3152402;MG;Poté;Centro Local
2305209;CE;Hidrolândia;Centro Local
2404705;RN;Ipanguaçu;Centro Local
3100708;MG;Água Comprida;Centro Local
2111805;MA;Sítio Novo;Centro Local
2105104;MA;Icatu;Centro Local
2107704;MA;Paraibano;Centro Local
2920908;BA;Mascote;Centro Local
4309704;RS;Humaitá;Centro Local
4319208;RS;São Nicolau;Centro Local
1708254;TO;Fortaleza do Tabocão;Centro Local
2308906;CE;Morrinhos;Centro Local
3519253;SP;Iaras;Centro Local
2304004;CE;Coreaú;Centro Local
2614006;PE;Serrita;Centro Local
4302154;RS;Boa Vista das Missões;Centro Local
3203106;ES;Jerônimo Monteiro;Centro Local
1504976;PA;Nova Ipixuna;Centro Local
5107776;MT;Santa Terezinha;Centro Local
4321857;RS;Três Palmeiras;Centro Local
5216809;GO;Petrolina de Goiás;Centro Local
3100609;MG;Água Boa;Centro Local
2401800;RN;Brejinho;Centro Local
1100601;RO;Cacaulândia;Centro Local
4103057;PR;Boa Vista da Aparecida;Centro Local
3102100;MG;Alto Rio Doce;Centro Local
3140530;MG;Martins Soares;Centro Local
2103257;MA;Cidelândia;Centro Local
2602407;PE;Brejão;Centro Local
2100808;MA;Anapurus;Centro Local
2300705;CE;Alto Santo;Centro Local
3203163;ES;Laranja da Terra;Centro Local
4313037;RS;Nova Esperança do Sul;Centro Local
2604700;PE;Correntes;Centro Local
1100031;RO;Cabixi;Centro Local
4212403;SC;Pedras Grandes;Centro Local
3551108;SP;Sarapuí;Centro Local
1101757;RO;Vale do Anari;Centro Local
2909208;BA;Coronel João Sá;Centro Local
1716703;TO;Colméia;Centro Local
3142106;MG;Miradouro;Centro Local
2414001;RN;Tangará;Centro Local
4312302;RS;Miraguaí;Centro Local
3302304;RJ;Laje do Muriaé;Centro Local
5100805;MT;Apiacás;Centro Local
2106003;MA;Lima Campos;Centro Local
5222203;GO;Vila Boa;Centro Local
5106190;MT;Nova Santa Helena;Centro Local
3170438;MG;União de Minas;Centro Local
2933455;BA;Wanderley;Centro Local
2506400;PB;Gurinhém;Centro Local
2904852;BA;Cabaceiras do Paraguaçu;Centro Local
4300851;RS;Arambaré;Centro Local
2104099;MA;Formosa da Serra Negra;Centro Local
2906824;BA;Canudos;Centro Local
3106408;MG;Belo Vale;Centro Local
2909703;BA;Cristópolis;Centro Local
3503109;SP;Arandu;Centro Local
2401404;RN;Baía Formosa;Centro Local
4305504;RS;Ciríaco;Centro Local
2804458;SE;Nossa Senhora Aparecida;Centro Local
4207403;SC;Imbuia;Centro Local
3171105;MG;Veríssimo;Centro Local
2111706;MA;São Vicente Ferrer;Centro Local
3543204;SP;Ribeirão do Sul;Centro Local
4313011;RS;Nova Candelária;Centro Local
2607802;PE;Itaquitinga;Centro Local
3516804;SP;Arranjo Populacional de Gastão Vidigal - Monções/SP;Centro Local
1101807;RO;Vale do Paraíso;Centro Local
4209854;SC;Lindóia do Sul;Centro Local
3544806;SP;Sales;Centro Local
2304301;CE;Farias Brito;Centro Local
3503604;SP;Areiópolis;Centro Local
2704807;AL;Maribondo;Centro Local
2922607;BA;Nilo Peçanha;Centro Local
1400407;RR;Normandia;Centro Local
3542503;SP;Reginópolis;Centro Local
2208205;PI;Pio IX;Centro Local
1713601;TO;Monte do Carmo;Centro Local
5208152;GO;Gameleira de Goiás;Centro Local
4215653;SC;Santa Rosa do Sul;Centro Local
2920106;BA;Mairi;Centro Local
2111409;MA;São Luís Gonzaga do Maranhão;Centro Local
2107357;MA;Nova Olinda do Maranhão;Centro Local
3554409;SP;Terra Roxa;Centro Local
3514700;SP;Echaporã;Centro Local
2931400;BA;Teodoro Sampaio;Centro Local
3502309;SP;Anhembi;Centro Local
5219001;GO;Sanclerlândia;Centro Local
5220264;GO;São Miguel do Passa Quatro;Centro Local
1303601;AM;Santa Isabel do Rio Negro;Centro Local
2902500;BA;Baianópolis;Centro Local
2516706;PB;Teixeira;Centro Local
2104107;MA;Fortaleza dos Nogueiras;Centro Local
5211404;GO;Itauçu;Centro Local
2307635;CE;Madalena;Centro Local
3523800;SP;Itobi;Centro Local
4205209;SC;Erval Velho;Centro Local
2922250;BA;Muquém do São Francisco;Centro Local
2908705;BA;Condeúba;Centro Local
3202009;ES;Dores do Rio Preto;Centro Local
2705606;AL;Novo Lino;Centro Local
2604809;PE;Cortês;Centro Local
3128402;MG;Guarani;Centro Local
2700102;AL;Água Branca;Centro Local
2704104;AL;Lagoa da Canoa;Centro Local
2502151;PB;Boa Vista;Centro Local
2803906;SE;Malhador;Centro Local
1707306;TO;Dueré;Centro Local
2902054;BA;Araçás;Centro Local
1700400;TO;Almas;Centro Local
2920205;BA;Malhada;Centro Local
3129103;MG;Gurinhatã;Centro Local
2309805;CE;Pacoti;Centro Local
4117271;PR;Nova Tebas;Centro Local
1301803;AM;Ipixuna;Centro Local
4306304;RS;David Canabarro;Centro Local
3170529;MG;Urucuia;Centro Local
3136009;MG;Joaíma;Centro Local
2909406;BA;Cotegipe;Centro Local
2900207;BA;Abaré;Centro Local
2102606;MA;Cândido Mendes;Centro Local
4111001;PR;Itambaracá;Centro Local
2306009;CE;Iracema;Centro Local
2615706;PE;Triunfo;Centro Local
2311108;CE;Porteiras;Centro Local
3168507;MG;Teixeiras;Centro Local
2605459;PE;Fernando de Noronha;Centro Local
1200344;AC;Manoel Urbano;Centro Local
2804201;SE;Monte Alegre de Sergipe;Centro Local
3107604;MG;Bom Jesus da Penha;Centro Local
3112406;MG;Capetinga;Centro Local
4208609;SC;Jaborá;Centro Local
4212270;SC;Passos Maia;Centro Local
3533205;SP;Nova Independência;Centro Local
2208908;PI;Ribeiro Gonçalves;Centro Local
4300661;RS;André da Rocha;Centro Local
2931301;BA;Tapiramutá;Centro Local
2910107;BA;Dom Basílio;Centro Local
4313334;RS;Nova Ramada;Centro Local
4306379;RS;Dilermando de Aguiar;Centro Local
5108303;MT;União do Sul;Centro Local
2107902;MA;Passagem Franca;Centro Local
2313906;CE;Uruoca;Centro Local
2306504;CE;Itapiúna;Centro Local
2909109;BA;Coribe;Centro Local
2313757;CE;Umirim;Centro Local
3516606;SP;Gália;Centro Local
4305959;RS;Cotiporã;Centro Local
1501006;PA;Aveiro;Centro Local
4321477;RS;Tiradentes do Sul;Centro Local
1706506;TO;Darcinópolis;Centro Local
2608206;PE;Joaquim Nabuco;Centro Local
2924603;BA;Pindobaçu;Centro Local
4311601;RS;Liberato Salzano;Centro Local
4318424;RS;São João da Urtiga;Centro Local
3539905;SP;Poloni;Centro Local
1304401;AM;Urucurituba;Centro Local
2107605;MA;Palmeirândia;Centro Local
1300631;AM;Beruri;Centro Local
2102705;MA;Cantanhede;Centro Local
3516101;SP;Florínea;Centro Local
2703007;AL;Ibateguara;Centro Local
3159506;MG;Santa Rita do Itueto;Centro Local
2929750;BA;Saubara;Centro Local
2308609;CE;Monsenhor Tabosa;Centro Local
2402709;RN;Cerro Corá;Centro Local
3171709;MG;Virgínia;Centro Local
3162203;MG;São João Batista do Glória;Centro Local
1507102;PA;São Caetano de Odivelas;Centro Local
3149200;MG;Pedrinópolis;Centro Local
4126900;PR;Tapira;Centro Local
3134004;MG;Itinga;Centro Local
4107850;PR;Flor da Serra do Sul;Centro Local
2901155;BA;América Dourada;Centro Local
2311355;CE;Quixelô;Centro Local
2306801;CE;Jaguaribara;Centro Local
1303205;AM;Novo Airão;Centro Local
3166907;MG;Serrania;Centro Local
5214861;GO;Nova Glória;Centro Local
2612307;PE;Saloá;Centro Local
1506104;PA;Primavera;Centro Local
3167400;MG;Silvianópolis;Centro Local
4304952;RS;Caseiros;Centro Local
4113403;PR;Leópolis;Centro Local
2931707;BA;Terra Nova;Centro Local
2405603;RN;Jardim de Piranhas;Centro Local
2907905;BA;Cipó;Centro Local
2303105;CE;Cariré;Centro Local
4311775;RS;Maquiné;Centro Local
1507805;PA;Senador José Porfírio;Centro Local
2600609;PE;Alagoinha;Centro Local
3107505;MG;Bom Jardim de Minas;Centro Local
2400505;RN;Alexandria;Centro Local
4313425;RS;Novo Machado;Centro Local
3544608;SP;Sabino;Centro Local
2414605;RN;Upanema;Centro Local
4108700;PR;Grandes Rios;Centro Local
2903508;BA;Belo Campo;Centro Local
2901908;BA;Aporá;Centro Local
2513109;PB;Salgado de São Félix;Centro Local
2912400;BA;Ibipeba;Centro Local
2922706;BA;Nova Canaã;Centro Local
2807501;SE;Tomar do Geru;Centro Local
2309201;CE;Nova Olinda;Centro Local
4216057;SC;São Cristóvão do Sul;Centro Local
4320263;RS;Segredo;Centro Local
2904753;BA;Buritirama;Centro Local
4107546;PR;Espigão Alto do Iguaçu;Centro Local
2918308;BA;Jitaúna;Centro Local
1707652;TO;Figueirópolis;Centro Local
2100204;MA;Alcântara;Centro Local
2910859;BA;Filadélfia;Centro Local
2111003;MA;São João Batista;Centro Local
4315156;RS;Progresso;Centro Local
4310306;RS;Ilópolis;Centro Local
5002803;MS;Caracol;Centro Local
2203503;PI;Elesbão Veloso;Centro Local
4315750;RS;Riozinho;Centro Local
3103801;MG;Arapuá;Centro Local
4308656;RS;Garruchos;Centro Local
2702801;AL;Flexeiras;Centro Local
1304237;AM;Tonantins;Centro Local
2903805;BA;Boa Vista do Tupim;Centro Local
2924306;BA;Piatã;Centro Local
2304236;CE;Croatá;Centro Local
4305447;RS;Chuvisca;Centro Local
2210409;PI;São Miguel do Tapuio;Centro Local
1507508;PA;São João do Araguaia;Centro Local
4307104;RS;Herval;Centro Local
4315313;RS;Quatro Irmãos;Centro Local
2926103;BA;Retirolândia;Centro Local
4202503;SC;Bom Jardim da Serra;Centro Local
2303006;CE;Caridade;Centro Local
2931806;BA;Tremedal;Centro Local
2409803;RN;Pedro Velho;Centro Local
1505007;PA;Nova Timboteua;Centro Local
4323457;RS;Vila Nova do Sul;Centro Local
4307815;RS;Estrela Velha;Centro Local
2106102;MA;Loreto;Centro Local
1707108;TO;Divinópolis do Tocantins;Centro Local
2503506;PB;Cacimba de Dentro;Centro Local
1720655;TO;Silvanópolis;Centro Local
2608008;PE;Jataúba;Centro Local
2509404;PB;Mogeiro;Centro Local
2900306;BA;Acajutiba;Centro Local
2204709;PI;Inhuma;Centro Local
5215900;GO;Palminópolis;Centro Local
4219101;SC;Vargeão;Centro Local
1718865;TO;Santa Fé do Araguaia;Centro Local
2310902;CE;Piquet Carneiro;Centro Local
5003504;MS;Douradina;Centro Local
2614709;PE;Tacaimbó;Centro Local
2616506;PE;Xexéu;Centro Local
4302451;RS;Boqueirão do Leão;Centro Local
2414506;RN;Umarizal;Centro Local
5202155;GO;Araguapaz;Centro Local
4301958;RS;Barra Funda;Centro Local
2516508;PB;Taperoá;Centro Local
3170057;MG;Ubaporanga;Centro Local
3108800;MG;Braúnas;Centro Local
2501609;PB;Barra de Santa Rosa;Centro Local
2919306;BA;Lençóis;Centro Local
2404408;RN;Grossos;Centro Local
4308854;RS;Gentil;Centro Local
2106409;MA;Mata Roma;Centro Local
2204402;PI;Gilbués;Centro Local
2302909;CE;Capistrano;Centro Local
3547007;SP;Santa Maria da Serra;Centro Local
4200903;SC;Angelina;Centro Local
1706100;TO;Cristalândia;Centro Local
3141603;MG;Mercês;Centro Local
4218756;SC;Tunápolis;Centro Local
3134806;MG;Jacuí;Centro Local
4321469;RS;Tio Hugo;Centro Local
2921401;BA;Mirangaba;Centro Local
3142007;MG;Mirabela;Centro Local
2102754;MA;Capinzal do Norte;Centro Local
4301750;RS;Barão do Triunfo;Centro Local
3109204;MG;Buenópolis;Centro Local
3139706;MG;Maravilhas;Centro Local
2306603;CE;Itatira;Centro Local
2901601;BA;Antas;Centro Local
3164001;MG;São Pedro dos Ferros;Centro Local
4103206;PR;Bom Sucesso;Centro Local
4210902;SC;Modelo;Centro Local
2411403;RN;Santana do Matos;Centro Local
3515350;SP;Euclides da Cunha Paulista;Centro Local
2609154;PE;Manari;Centro Local
4109005;PR;Guapirama;Centro Local
3156007;MG;Rio Vermelho;Centro Local
2308351;CE;Milhã;Centro Local
2101905;MA;Bequimão;Centro Local
2800407;SE;Arauá;Centro Local
1503408;PA;Inhangapi;Centro Local
4309951;RS;Ibirapuitã;Centro Local
2925253;BA;Ponto Novo;Centro Local
4306429;RS;Dois Irmãos das Missões;Centro Local
3133204;MG;Itanhomi;Centro Local
4102208;PR;Atalaia;Centro Local
5103437;MT;Curvelândia;Centro Local
2104404;MA;Gonçalves Dias;Centro Local
2108801;MA;Pirapemas;Centro Local
1400605;RR;São Luiz;Centro Local
4106571;PR;Cruzeiro do Iguaçu;Centro Local
4311908;RS;Marcelino Ramos;Centro Local
2110658;MA;São Domingos do Azeitão;Centro Local
2601003;PE;Angelim;Centro Local
2929404;BA;São Miguel das Matas;Centro Local
4300638;RS;Amaral Ferrador;Centro Local
1300680;AM;Boa Vista do Ramos;Centro Local
3554953;SP;Tuiuti;Centro Local
4123824;PR;Santa Lúcia;Centro Local
3137007;MG;Ladainha;Centro Local
1301654;AM;Guajará;Centro Local
3509452;SP;Campina do Monte Alegre;Centro Local
2926707;BA;Rio de Contas;Centro Local
4125357;PR;São Jorge do Patrocínio;Centro Local
2106300;MA;Magalhães de Almeida;Centro Local
2313351;CE;Tejuçuoca;Centro Local
4217550;SC;Serra Alta;Centro Local
2929255;BA;São Gabriel;Centro Local
5207535;GO;Faina;Centro Local
2920403;BA;Manoel Vitorino;Centro Local
2918209;BA;Jiquiriçá;Centro Local
3125903;MG;Ferros;Centro Local
1200393;AC;Porto Walter;Centro Local
4204103;SC;Caxambu do Sul;Centro Local
4219408;SC;Witmarsum;Centro Local
1701002;TO;Ananás;Centro Local
4218103;SC;Timbé do Sul;Centro Local
5100508;MT;Alto Paraguai;Centro Local
2408953;RN;Rio do Fogo;Centro Local
4318622;RS;São José dos Ausentes;Centro Local
2806602;SE;Santo Amaro das Brotas;Centro Local
1502855;PA;Curuá;Centro Local
2400109;RN;Acari;Centro Local
3123700;MG;Engenheiro Caldas;Centro Local
2516607;PB;Tavares;Centro Local
5007976;MS;Taquarussu;Centro Local
4111605;PR;Ivatuba;Centro Local
1501600;PA;Bonito;Centro Local
2915304;BA;Itagimirim;Centro Local
4123204;PR;Santa Cecília do Pavão;Centro Local
2303402;CE;Carnaubal;Centro Local
4211454;SC;Nova Itaberaba;Centro Local
3123106;MG;Dores de Guanhães;Centro Local
5003108;MS;Corguinho;Centro Local
2206605;PI;Monte Alegre do Piauí;Centro Local
2608057;PE;Jatobá;Centro Local
2103554;MA;Conceição do Lago-Açu;Centro Local
2903607;BA;Biritinga;Centro Local
4312104;RS;Mata;Centro Local
2915106;BA;Itagi;Centro Local
2928059;BA;Santa Luzia;Centro Local
4214300;SC;Rancho Queimado;Centro Local
1702901;TO;Axixá do Tocantins;Centro Local
4124905;PR;São João do Caiuá;Centro Local
2312106;CE;Santana do Cariri;Centro Local
2703601;AL;Japaratinga;Centro Local
3155405;MG;Rio Novo;Centro Local
4300455;RS;Alegria;Centro Local
5219209;GO;Santa Cruz de Goiás;Centro Local
1101435;RO;Nova União;Centro Local
